Date,Close,High,Low,Open,Volume,20_day_return,20_day_volatility,200_day_MA,Market_Regime,relvol
2017-11-07,12.050000190734863,12.270000457763672,11.920000076293944,11.9399995803833,67900200,,,,Neutral,
2017-11-08,11.710000038146973,11.949999809265137,11.510000228881836,11.9399995803833,59065000,,,,Neutral,
2017-11-09,11.119999885559082,11.350000381469728,11.029999732971191,11.25,76821200,,,,Neutral,
2017-11-10,11.260000228881836,11.43000030517578,11.119999885559082,11.220000267028809,50209900,,,,Neutral,
2017-11-13,11.09000015258789,11.199999809265137,10.920000076293944,11.18000030517578,54068300,,,,Neutral,
2017-11-14,11.119999885559082,11.260000228881836,11.0,11.029999732971191,37245000,,,,Neutral,
2017-11-15,11.06999969482422,11.130000114440918,10.770000457763672,11.010000228881836,33524700,,,,Neutral,
2017-11-16,11.25,11.31999969482422,11.130000114440918,11.130000114440918,31800400,,,,Neutral,
2017-11-17,11.380000114440918,11.75,11.279999732971191,11.300000190734863,56775600,,,,Neutral,
2017-11-20,11.34000015258789,11.510000228881836,11.1899995803833,11.470000267028809,35960200,,,,Neutral,
2017-11-21,11.399999618530272,11.489999771118164,11.239999771118164,11.420000076293944,31881700,,,,Neutral,
2017-11-22,11.369999885559082,11.489999771118164,11.300000190734863,11.40999984741211,23816500,,,,Neutral,
2017-11-24,11.380000114440918,11.420000076293944,11.300000190734863,11.380000114440918,11035800,,,,Neutral,
2017-11-27,11.550000190734863,11.739999771118164,11.34000015258789,11.34000015258789,41798300,,,,Neutral,
2017-11-28,11.170000076293944,11.539999961853027,11.0,11.449999809265137,65325700,,,,Neutral,
2017-11-29,10.829999923706056,11.170000076293944,10.729999542236328,11.079999923706056,63333800,,,,Neutral,
2017-11-30,10.890000343322754,11.029999732971191,10.760000228881836,10.869999885559082,43205000,,,,Neutral,
2017-12-01,10.729999542236328,10.970000267028809,10.529999732971191,10.8100004196167,42128800,,,,Neutral,
2017-12-04,10.029999732971191,10.859999656677246,9.81999969482422,10.850000381469728,97328300,,,,Neutral,
2017-12-05,9.90999984741211,10.34000015258789,9.699999809265137,9.890000343322754,67304100,,,,Neutral,
2017-12-06,10.0,10.050000190734863,9.710000038146973,9.899999618530272,38952200,-0.17012449446358435,0.35536990533092,,Neutral,1.0
2017-12-07,10.039999961853027,10.1899995803833,9.949999809265137,10.06999969482422,32665600,-0.14261315720355983,0.350677766609613,,Neutral,0.9933543598997913
2017-12-08,9.9399995803833,10.199999809265137,9.920000076293944,10.149999618530272,34897000,-0.1061151364496129,0.31225018032148505,,Neutral,0.9199180169962884
2017-12-11,10.15999984741211,10.15999984741211,9.960000038146973,9.970000267028809,29956400,-0.09769097327797849,0.3212517776350891,,Neutral,0.9592829424610865
2017-12-12,9.899999618530272,10.140000343322754,9.880000114440918,10.130000114440918,36211000,-0.1073039240472804,0.32775100828065806,,Neutral,0.9828791544123241
2017-12-13,10.109999656677246,10.210000038146973,9.949999809265137,9.970000267028809,41494800,-0.0908273596471405,0.340207163906323,,Neutral,1.0168045082160215
2017-12-14,10.130000114440918,10.170000076293944,9.960000038146973,10.100000381469728,29006800,-0.08491414691030208,0.3409902363936378,,Neutral,1.0163651898566843
2017-12-15,10.289999961853027,10.31999969482422,10.020000457763672,10.130000114440918,45462300,-0.08533333672417531,0.340623505230974,,Neutral,1.0133376262679548
2017-12-18,10.979999542236328,11.0,10.510000228881836,10.600000381469728,63797700,-0.03514943481388899,0.4219826757350042,,Neutral,1.2207383018155944
2017-12-19,10.949999809265137,11.1899995803833,10.869999885559082,11.0,43852900,-0.03439156420414613,0.42194105261747195,,Neutral,1.1942701554212234
2017-12-20,10.979999542236328,11.18000030517578,10.800000190734863,11.100000381469728,31420300,-0.03684211318842934,0.42150044612129844,,Neutral,1.1724494386336843
2017-12-21,10.890000343322754,11.079999923706056,10.869999885559082,10.979999542236328,21884300,-0.042216319003307134,0.42215403078372604,,Neutral,1.1574585098283912
2017-12-22,10.539999961853027,10.770000457763672,10.199999809265137,10.75,50744500,-0.07381372092623728,0.43541778221689675,,Neutral,1.1762869739027335
2017-12-26,10.460000038146973,10.579999923706056,10.34000015258789,10.380000114440918,20437900,-0.09437230602491786,0.4300968669161908,,Neutral,1.1486283619017723
2017-12-27,10.529999732971191,10.739999771118164,10.399999618530272,10.449999809265137,22921800,-0.05729635979869174,0.4183389505694296,,Neutral,1.1085637519902989
2017-12-28,10.550000190734863,10.640000343322754,10.43000030517578,10.56999969482422,18609400,-0.025854084482336392,0.40536052544120127,,Neutral,1.0692153798525386
2017-12-29,10.279999732971191,10.579999923706056,10.270000457763672,10.56999969482422,26678900,-0.05601474665935957,0.4136779292222103,,Neutral,1.0853345411606177
2018-01-02,10.979999542236328,11.020000457763672,10.34000015258789,10.420000076293944,44146300,0.023299162224185377,0.4804483619279904,,Neutral,1.2425316965653774
2018-01-03,11.550000190734863,12.140000343322754,11.359999656677246,11.609999656677246,154066700,0.15154541358231932,0.44283563865282877,,Neutral,1.1365687277850065
2018-01-04,12.119999885559082,12.43000030517578,11.970000267028809,12.100000381469728,109503000,0.2230070708552121,0.46033796019576023,,Neutral,1.1708646718901436
2018-01-05,11.880000114440918,12.220000267028809,11.65999984741211,12.1899995803833,63808900,0.18800001144409184,0.47277358009610626,,Neutral,1.191010107389421
2018-01-08,12.279999732971191,12.300000190734863,11.850000381469728,12.010000228881836,63346000,0.22310754777181696,0.4802312935379413,,Neutral,1.1983696062850504
2018-01-09,11.81999969482422,12.020000457763672,11.710000038146973,12.0,62560900,0.1891348283506089,0.5050828807856209,,Neutral,1.2462751296026446
2018-01-10,11.960000038146973,12.149999618530272,11.5600004196167,11.630000114440918,52561200,0.17716537576458213,0.5028967018341327,,Neutral,1.228550215833677
2018-01-11,12.140000343322754,12.1899995803833,11.899999618530272,12.06999969482422,38354900,0.2262627081924098,0.48661646378279333,,Neutral,1.179869095433972
