Date,Close,High,Low,Open,Volume,20_day_return,20_day_volatility,200_day_MA,Market_Regime,relvol
2017-11-07,77.26229095458984,77.83990603110209,76.95056795674917,77.72071206549745,17939700,,,,Neutral,
2017-11-08,77.52816009521484,77.57400499485834,76.85886932809703,77.14308812002791,18034200,,,,Neutral,
2017-11-09,77.09723663330078,77.26226846498788,76.0061994634879,77.11557738957102,21178400,,,,Neutral,
2017-11-10,76.89555358886719,77.10642336605831,76.30877517284335,76.82220453812658,19397800,,,,Neutral,
2017-11-13,76.95056915283203,76.95973953377901,76.51965218268874,76.70302482687266,14196900,,,,Neutral,
2017-11-14,77.0605697631836,77.10640766434932,76.07954914288914,76.55630388571721,18801300,,,,Neutral,
2017-11-15,76.46163940429688,77.11586562480947,76.19441905562338,76.91314625477582,19383100,,,,Neutral,
2017-11-16,76.66435241699219,76.86707178880472,76.42478136855871,76.5722091652809,20962800,,,,Neutral,
2017-11-17,75.92719268798828,76.59063529002202,75.77975787416796,76.59063529002202,22079000,,,,Neutral,
2017-11-20,76.04698944091797,76.10227398923186,75.78898550867993,75.92720390954456,16315000,,,,Neutral,
2017-11-21,77.14349365234375,77.25406272097841,76.24047308805132,76.24047308805132,21237500,,,,Neutral,
2017-11-22,76.5814208984375,77.3093644934062,76.51691992319111,77.24486351815982,20553100,,,,Neutral,
2017-11-24,76.71964263916016,76.87628686731495,76.27734519663441,76.48928099890452,7425600,,,,Neutral,
2017-11-27,77.28173828125,77.38309798199609,76.7565139365114,76.76572334197522,18265200,,,,Neutral,
2017-11-28,78.21234130859375,78.37820188540347,77.4198971116224,77.46597222798788,21926000,,,,Neutral,
2017-11-29,76.7933578491211,78.24924519428629,76.64593004573007,78.0557422479157,27381100,,,,Neutral,
2017-11-30,77.55815887451172,77.88066377949264,76.7933565069286,76.95000777227335,33054600,,,,Neutral,
2017-12-01,77.6410903930664,78.14788179136758,76.68278511126995,77.03293227900964,29532100,,,,Neutral,
2017-12-04,74.71088409423828,77.79772847094962,74.36072992411127,77.78851203750446,39094900,,,,Neutral,
2017-12-05,75.18081665039062,76.18519699223171,74.61874075239162,74.95045502511539,26152300,,,,Neutral,
2017-12-06,76.27735137939453,76.6090727306571,75.03339982719983,75.143975954314,26162100,-0.012747998577652853,0.19191756865347293,,Neutral,1.0
2017-12-07,76.01012420654297,76.29577741849451,75.55861736388827,76.05619934623559,23184500,-0.019580445180274242,0.19157483505093298,,Neutral,0.9991062832034501
2017-12-08,77.5489501953125,77.93595608490855,76.78414782057762,77.0605775859692,24489100,0.0058590110584664234,0.20472949929740464,,Neutral,1.0441442162522185
2017-12-11,78.53490447998047,78.66390645417083,77.5120980916995,77.66874234177632,22857900,0.021319189661840543,0.2089503176090566,,Neutral,1.048457596522566
2017-12-12,78.8573989868164,79.2904799986449,78.39667570275707,78.60860447657988,23924100,0.024779931519378406,0.20920580636464392,,Neutral,1.0393997124190724
2017-12-13,78.64547729492188,79.24441907768798,78.47961660169558,79.0048409585654,22062700,0.020567036249652615,0.20968393820931686,,Neutral,1.0345719751745408
2017-12-14,78.03731536865234,79.12462264572814,77.88988053714661,78.71918388916708,19306000,0.020607404923977057,0.2096619524669097,,Neutral,1.0293954173720101
2017-12-15,80.02762603759766,80.2487712261873,78.21237533231391,78.56252949683288,53936700,0.04387011061297397,0.2268848194520988,,Neutral,1.0983111216014014
