Date,Close,High,Low,Open,Volume,20_day_return,20_day_volatility,200_day_MA,Market_Regime,relvol
2017-11-07,179.14561462402344,179.6425511417045,177.86352508113785,179.39408288286396,12928200,,,,Neutral,
2017-11-08,178.4598388671875,179.24500705357298,178.01259903668003,178.68842541783818,10494100,,,,Neutral,
2017-11-09,178.20144653320312,178.30082474216616,176.0049803505141,177.21750672308093,12610300,,,,Neutral,
2017-11-10,177.36660766601562,178.00268587054163,176.86967109481398,177.25728101373923,11070200,,,,Neutral,
2017-11-13,177.6746826171875,177.94301741143613,176.2136880761948,176.4124596455526,9523400,,,,Neutral,
2017-11-14,176.97898864746094,177.87346836351264,176.09442703751444,177.03861860649107,9585900,,,,Neutral,
2017-11-15,176.8596954345703,177.47590700041476,175.3191892679067,175.5776059509473,10253700,,,,Neutral,
2017-11-16,178.4896697998047,178.72820480787047,177.40635173977728,177.6647532912067,15607600,,,,Neutral,
2017-11-17,177.90325927734375,178.8772505287799,177.80386591553895,178.2014241974603,13018000,,,,Neutral,
2017-11-20,177.64488220214844,178.4002202937449,177.008804028883,177.7740753919071,10052400,,,,Neutral,
2017-11-21,180.74575805664065,180.7755730356717,177.8933471838047,178.05235535020387,14504000,,,,Neutral,
2017-11-22,179.76181030273438,180.61654171619017,179.33445217865597,180.18918359211173,10376300,,,,Neutral,
2017-11-24,181.66012573242188,182.0278539300231,179.1853762303782,179.29470287902996,9426300,,,,Neutral,
2017-11-27,181.9085998535156,182.60430801942127,180.8749784592129,181.44147826384307,12344500,,,,Neutral,
2017-11-28,181.3023376464844,183.121127325236,180.97435768815532,182.38565573698597,14379700,,,,Neutral,
2017-11-29,174.05699157714844,180.8550795790794,172.93391018112243,180.77556791548204,41933500,,,,Neutral,
2017-11-30,176.09442138671875,177.18768781818827,174.12655697537303,175.76645662257727,25307600,,,,Neutral,
2017-12-01,174.0271759033203,176.3925834333643,171.28407659872434,174.9514705540087,20182500,,,,Neutral,
2017-12-04,170.41944885253906,175.48820853713852,169.74360715078467,175.20991007267324,24459400,,,,Neutral,
2017-12-05,171.77108764648438,174.30546705435168,167.97448517037026,169.40566484376825,20184900,,,,Neutral,
2017-12-06,174.98130798339844,175.68696460723277,170.84679195417172,171.44312192263172,20255800,-0.02324537304116947,0.20934000472324635,,Neutral,1.0
2017-12-07,179.03628540039062,179.28475365564628,174.72288012882447,174.72288012882447,20404500,0.003230119094930428,0.22594246256677505,,Neutral,1.0381418023723588
2017-12-08,177.90325927734375,181.1631613626098,177.64485776806822,180.41775664496728,19883800,-0.0016733155743705597,0.22709253936801144,,Neutral,1.0285376278633658
2017-12-11,177.94302368164062,179.11580176318466,177.70450385612597,178.2014403796804,13168600,0.003249856459511369,0.22641279805455497,,Neutral,1.018973468600962
2017-12-12,175.87576293945312,178.0821469242697,175.51796807280493,177.50571396189537,16854100,-0.010124794659744918,0.23018810667733527,,Neutral,1.0285659607784128
