Date,Close,High,Low,Open,Volume,20_day_return,20_day_volatility,200_day_MA,Market_Regime,relvol
2020-11-05,34.03886795043945,34.19794680004246,33.24703636498706,33.27831620136235,21783000,,,,Neutral,
2020-11-06,34.01653289794922,34.289115863637555,33.70820056414662,33.96559192347245,13545000,,,,Neutral,
2020-11-09,33.56251525878906,35.202478601472706,33.5151471919097,34.77438978228164,24088000,,,,Neutral,
2020-11-10,32.45342254638672,33.35339213746968,32.20586349098118,33.09600422321139,26784000,,,,Neutral,
2020-11-11,33.59647750854492,33.70551202983889,32.93781108637011,33.14425800766823,15133000,,,,Neutral,
2020-11-12,33.08527755737305,33.835997110397194,32.913683347797196,33.71355742108012,12160000,,,,Neutral,
2020-11-13,33.38019943237305,33.72249461002449,33.20860864148866,33.514257827381215,10997000,,,,Neutral,
2020-11-16,34.03350067138672,34.08354840291923,33.42488207239603,33.49727059307926,12100000,,,,Neutral,
2020-11-17,34.014739990234375,34.17918159752373,33.695682224762265,33.84135933799099,11950000,,,,Neutral,
2020-11-18,34.01653289794922,34.40261652769058,33.92716288691095,33.951290130678316,13517000,,,,Neutral,
2020-11-19,34.34809494018555,34.393676572044896,33.45617115967617,33.75735085464388,14555000,,,,Neutral,
2020-11-20,34.25872039794922,34.7520485954358,34.202416691865096,34.34630394074674,16140000,,,,Neutral,
2020-11-23,34.58671951293945,34.77886808725984,34.229232683286206,34.44104238548057,12212000,,,,Neutral,
2020-11-24,35.05413055419922,35.105964746497975,34.51343419823988,34.73149986793241,13455000,,,,Neutral,
2020-11-25,34.92900466918945,35.34636802562786,34.76545629975068,35.108641272501764,11787000,,,,Neutral,
2020-11-27,35.297218322753906,35.67436625979461,35.122944440307386,35.13634959907298,6846000,,,,Neutral,
2020-11-30,35.8897590637207,35.94159326325362,35.09971367678557,35.214110977846296,15454000,,,,Neutral,
2020-12-01,36.15697479248047,36.34554706869424,35.7592724799725,36.05777252003926,18181000,,,,Neutral,
2020-12-02,36.0818977355957,36.232040955754144,35.84774386077913,36.17216094851384,10031000,,,,Neutral,
2020-12-03,35.730674743652344,36.34197665712284,35.5787450450243,36.15072129038433,16120000,,,,Neutral,
2020-12-04,36.79239654541016,36.85674607176005,35.96213594403038,35.96303257584125,20083000,0.08089365953591177,0.2497365892110027,,Neutral,1.0
