Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2017-11-07,77.26229095458984,77.83990603110209,76.95056795674917,77.72071206549745,17939700
2017-11-08,77.52816009521484,77.57400499485834,76.85886932809703,77.14308812002791,18034200
2017-11-09,77.09723663330078,77.26226846498788,76.0061994634879,77.11557738957102,21178400
2017-11-10,76.89555358886719,77.10642336605831,76.30877517284335,76.82220453812658,19397800
2017-11-13,76.95056915283203,76.95973953377901,76.51965218268874,76.70302482687266,14196900
2017-11-14,77.0605697631836,77.10640766434932,76.07954914288914,76.55630388571721,18801300
2017-11-15,76.46163940429688,77.11586562480947,76.19441905562338,76.91314625477582,19383100
2017-11-16,76.66435241699219,76.86707178880472,76.42478136855871,76.5722091652809,20962800
2017-11-17,75.92719268798828,76.59063529002202,75.77975787416796,76.59063529002202,22079000
2017-11-20,76.04698944091797,76.10227398923186,75.78898550867993,75.92720390954456,16315000
2017-11-21,77.14349365234375,77.25406272097841,76.24047308805132,76.24047308805132,21237500
2017-11-22,76.5814208984375,77.3093644934062,76.51691992319111,77.24486351815982,20553100
2017-11-24,76.71964263916016,76.87628686731495,76.27734519663441,76.48928099890452,7425600
2017-11-27,77.28173828125,77.38309798199609,76.7565139365114,76.76572334197522,18265200
2017-11-28,78.21234130859375,78.37820188540347,77.4198971116224,77.46597222798788,21926000
2017-11-29,76.7933578491211,78.24924519428629,76.64593004573007,78.0557422479157,27381100
2017-11-30,77.55815887451172,77.88066377949264,76.7933565069286,76.95000777227335,33054600
2017-12-01,77.6410903930664,78.14788179136758,76.68278511126995,77.03293227900964,29532100
2017-12-04,74.71088409423828,77.79772847094962,74.36072992411127,77.78851203750446,39094900
2017-12-05,75.18081665039062,76.18519699223171,74.61874075239162,74.95045502511539,26152300
2017-12-06,76.27735137939453,76.6090727306571,75.03339982719983,75.143975954314,26162100
2017-12-07,76.01012420654297,76.29577741849451,75.55861736388827,76.05619934623559,23184500
2017-12-08,77.5489501953125,77.93595608490855,76.78414782057762,77.0605775859692,24489100
2017-12-11,78.53490447998047,78.66390645417083,77.5120980916995,77.66874234177632,22857900
2017-12-12,78.8573989868164,79.2904799986449,78.39667570275707,78.60860447657988,23924100
2017-12-13,78.64547729492188,79.24441907768798,78.47961660169558,79.0048409585654,22062700
2017-12-14,78.03731536865234,79.12462264572814,77.88988053714661,78.71918388916708,19306000
2017-12-15,80.02762603759766,80.2487712261873,78.21237533231391,78.56252949683288,53936700
2017-12-18,79.59453582763672,80.6265583047658,79.45632449460521,80.27641121095603,22283800
2017-12-19,79.08776092529297,79.56691004927576,78.57174606475832,79.56691004927576,23524800
2017-12-20,78.8021011352539,79.52083530640205,78.0557317241556,79.42868503286692,23674900
2017-12-21,78.78367614746094,79.33654264423436,78.69153290301186,79.29047453704928,17990700
2017-12-22,78.79290771484375,78.90347681738831,78.24925051703866,78.69154801745772,14145800
2017-12-26,78.6915283203125,78.81131382811255,78.35059060261901,78.60859448408283,9891200
2017-12-27,78.97718048095703,79.22597497850172,78.52567365403397,78.92189593931556,14678000
2017-12-28,78.98641204833984,79.17991501123907,78.82976779695672,79.1522727351221,10594300
2017-12-29,78.82051849365234,79.2904580819188,78.7836597975062,78.90344528742305,18717400
2018-01-02,79.19833374023438,79.53005508401151,78.78368557555284,79.36419441212294,22483800
2018-01-03,79.56690979003906,79.71434461544845,79.2167626248109,79.29968944154412,26061400
2018-01-04,80.26721954345703,80.77401802119427,79.76963750079143,79.78806334085453,21912000
2018-01-05,81.26238250732422,81.46510189562147,80.56208108322825,80.77401690646994,23407100
2018-01-08,81.34532165527344,81.62175850484583,80.71873755564633,81.27160422470999,22113000
2018-01-09,81.29000854492188,81.75994821209991,80.95828725398192,81.68623080742911,19484300
2018-01-10,80.92144012451172,81.26237789731391,80.54365067418247,80.95829883211842,18652200
2018-01-11,81.16101837158203,81.20708648362299,80.3869995704494,81.20708648362299,17808900
2018-01-12,82.56160736083984,82.72746801679786,81.50194244944586,81.70466181007,24271500
2018-01-16,81.4097900390625,83.65812156006267,81.09650162978387,83.02232127877825,36599700
2018-01-17,83.0592041015625,83.18820607579859,81.77839376444689,82.08247285946636,25621200
2018-01-18,83.02232360839844,83.54754780286918,82.61689195148954,82.74589389188034,24159700
2018-01-19,82.93017578125,83.49225864617361,82.61688738051389,83.05917771450348,36875000
2018-01-22,84.41370391845703,84.42292035073174,82.69059664714412,82.93017467574033,23601600
2018-01-23,84.68094635009766,85.04952640657753,84.34922500227376,84.68094635009766,23412800
2018-01-24,84.60722351074219,86.09075304619397,84.38607830305827,85.27988259796666,33277500
2018-01-25,85.0771713256836,85.91568412591765,84.70859125774419,85.20617329495036,26383200
2018-01-26,86.6712646484375,86.6712646484375,85.30752762197002,85.80510962786911,29172200
2018-01-29,86.54225158691406,87.95206357442497,86.357965103217,87.66641741567089,31569900
2018-01-30,85.45494079589844,86.30267686275174,84.86521563726563,85.97095558226097,38635100
2018-01-31,87.54666137695312,87.9060250621977,86.16449119367984,86.38563645458085,48756300
2018-02-01,86.85556030273438,88.52337643402444,86.22897632041372,87.34392588614551,47227900
2018-02-02,84.57038116455078,86.58835178652035,84.31237720066223,86.28427267333136,47867800
2018-02-05,81.08731079101562,85.91568960151264,81.08731079101562,83.44621212803759,51031500
2018-02-06,84.15571594238281,84.29393433228431,78.55331917499957,80.06449096974278,67998600
2018-02-07,82.5708236694336,84.56114450783531,82.1930272197375,83.38169408062258,41107600
2018-02-08,78.33218383789062,82.81962464747718,78.1018221690591,82.662980399891,55628700
2018-02-09,81.25318145751953,81.94426657752676,77.2448891674939,79.52086395419738,63499100
2018-02-12,82.12850952148438,82.72745104680881,81.02277672863745,81.76914601230524,35720300
2018-02-13,82.77355194091797,82.93019617981624,80.90301641856378,81.94424857310383,26407700
2018-02-14,84.06963348388672,84.2362732822564,81.84777892309543,81.94035501927785,34960900
2018-02-15,85.78229522705078,85.83783945412593,83.89371381238395,84.43991754689242,27823900
2018-02-16,85.17130279541016,86.55996534098749,84.98615061457436,85.58789873384217,30596900
2018-02-20,85.83786010742188,86.15262022071634,84.25478568696977,84.6899010720203,30911700
2018-02-21,84.69915771484375,86.43035960858283,84.69915771484375,86.07856763077143,26922500
2018-02-22,84.92135620117188,85.84713133573425,84.57881685866644,85.21760396170768,24392800
2018-02-23,87.07838439941406,87.08764412603642,85.50456990250588,86.6525287951107,26329200
2018-02-26,88.33744812011719,88.36522023980548,87.2542930736578,87.39316073520193,30199800
2018-02-27,87.20801544189453,88.72628610782397,87.20801544189453,88.63371000636073,25869100
2018-02-28,86.80989837646484,88.60590371738029,86.68029047177004,87.80047711269015,31167300
2018-03-01,85.95820617675781,87.5505402853543,85.02317146171404,87.01358909745964,37135600
2018-03-02,86.14336395263672,86.23594003719774,84.11591450416884,84.78247361397212,32830400
2018-03-05,86.68955993652344,87.27279557317445,85.4119931339585,85.4860497570319,23901600
2018-03-06,86.39334106445312,87.47649634933343,86.04154903246156,87.33762865722217,22175800
2018-03-07,86.89325714111328,86.96732084910806,85.56939837889838,86.24521735391883,26716100
