Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2020-11-05,292.8744812011719,295.5579503678117,287.1796084619683,290.11151554193805,23823600
2020-11-06,291.6123046875,292.79501608176406,286.29507763161877,292.149004644455,13891000
2020-11-09,277.06201171875,290.78739772228914,276.8234918645718,288.09400993352057,25117700
2020-11-10,270.7608642578125,272.3212524361526,262.3825205954171,271.42677263660687,29067700
2020-11-11,274.7860412597656,276.6942605964407,270.81054892265985,271.7944735703017,14957000
2020-11-12,273.39459228515625,278.03599289357976,272.7485808521489,275.48173180999464,12899500
2020-11-13,275.253173828125,276.05820863212887,271.42675623454807,276.0184452146001,10391200
2020-11-16,277.2508239746094,277.6980789897363,272.9473669136245,273.3647766191837,12970400
2020-11-17,273.3150634765625,275.97863572491843,271.61554921078414,275.97863572491843,15040300
2020-11-18,270.3036193847656,275.6904239590016,270.17441105221354,272.8379831996449,12152900
2020-11-19,271.2677001953125,271.79445167431953,267.54067642952793,269.3594506817681,12963700
2020-11-20,268.047607421875,271.32737676703783,267.75937570856485,270.8900701436025,18114700
2020-11-23,266.7853088378906,269.289888084868,262.9092103968488,269.2302581342824,20990800
2020-11-24,275.22332763671875,276.117807280776,266.2287586860281,266.8449551001431,16930400
2020-11-25,273.9014892578125,278.463363234888,270.97949986116015,276.4358839099215,12467000
2020-11-27,276.10784912109375,277.41976872916064,273.1361786277299,275.69043945617915,7808400
2020-11-30,275.2730407714844,275.9985790720854,269.3495654363195,274.3387976071053,16693300
2020-12-01,284.7943115234375,287.5274624222444,277.2508186824023,277.4496054254641,20738900
2020-12-02,285.75836181640625,289.992270617401,279.10934883904036,283.6115924383215,17361600
2020-12-03,280.1231384277344,284.8937171606204,279.3479186253754,284.4961739879799,12921700
2020-12-04,277.9862365722656,281.7231777061141,277.5886631845321,278.5825359926838,10880300
2020-12-07,283.8302307128906,286.72240470836374,276.4954736387648,277.47939817773124,13007700
2020-12-08,281.66363525390625,284.67506958478833,279.8249639215827,284.2576598608406,10747700
2020-12-09,276.2171936035156,285.867691804622,270.08498393467886,281.9220148371362,25189700
2020-12-10,275.4220886230469,277.02223996978546,270.1943067907997,273.8517825845174,20065100
2020-12-11,271.8739013671875,274.785971819473,268.5941331501349,272.84790766265616,14391400
2020-12-14,272.51007080078125,275.5215051146524,269.896179665291,271.6950875702101,16376900
2020-12-15,273.8617248535156,274.38847639152533,265.8312434254545,273.1461349971062,23979500
2020-12-16,273.98101806640625,276.15757230880143,270.840375347697,273.0765898818216,15885000
2020-12-17,272.7982482910156,278.72172236452735,271.9335533783352,275.3723754980125,16377800
2020-12-18,274.7065124511719,276.2967154406914,269.478760690303,274.0803675596874,26693200
2020-12-21,271.11871337890625,272.98720008665987,266.1493467436495,271.3075517374946,16553700
2020-12-22,265.4535217285156,269.83650506369685,263.0086027718864,269.83650506369685,17312900
2020-12-23,266.46728515625,270.50243758705955,264.59882932604114,265.25478916955404,14329000
2020-12-24,265.7616271972656,268.74324611944274,264.5689978267525,267.2325701178876,6702000
2020-12-28,275.3028564453125,275.6010062514606,264.03233881390213,267.0934547025589,23299700
2020-12-29,275.08416748046875,278.79132468616433,274.5872309809137,275.2531392357801,16383000
2020-12-30,270.2042541503906,276.3761971361416,270.0452308268975,276.24701912073874,11803800
2020-12-31,271.48638916015625,275.3923033008424,268.15690809222895,270.3334926840375,12900400
2021-01-04,267.292236328125,273.3151049414783,263.575160606713,273.0964516443011,15106100
2021-01-05,269.3097839355469,270.73101513017787,266.56668458767825,266.64621141751144,9871600
2021-01-06,261.6966857910156,266.1094841450222,258.4169171662844,260.3947146442421,24354100
2021-01-07,267.09344482421875,269.94585574307666,263.1577158756211,264.270848884873,15789800
2021-01-08,265.93060302734375,267.30215260547834,261.567486045614,266.6660593336376,18528300
2021-01-11,255.26634216308594,261.85572512169824,254.33209910023183,258.8840545053035,30412300
2021-01-12,249.55157470703125,258.12870378284316,248.76642168844134,255.05763976911845,26383500
2021-01-13,250.0982208251953,252.39406520969743,247.67316808761396,250.00877588781722,19528900
2021-01-14,244.13499450683594,253.467462570291,243.1113063984232,251.8474445190765,29739400
2021-01-15,249.81993103027344,252.3046136609989,245.6456672437145,246.38112359661773,24942900
2021-01-19,259.500244140625,260.5935104973684,251.17158361915673,255.32596544418516,28028500
2021-01-20,265.8411865234375,268.66378247519873,261.9849540597102,267.2822843136615,25199900
2021-01-21,271.1980895996094,271.92362772553594,265.85104861905484,267.6102230391769,20838700
2021-01-22,272.8181457519531,276.76382288005954,270.33346318590617,270.34341162196165,21954000
2021-01-25,276.30670166015625,278.38389303571574,269.84652577546376,276.43591003074664,19087000
2021-01-26,280.3218688964844,283.6414314237365,276.1078570615494,276.43585213829687,19373600
2021-01-27,270.4726257324219,281.7133274743246,266.47723666948883,280.7989509250698,35346200
2021-01-28,263.3763732910156,285.0328767798525,263.07822349122813,275.48174045199073,37758800
2021-01-29,256.7472229003906,264.92680937897524,253.28856394656756,263.67451957536355,30389500
2021-02-01,260.4046936035156,262.55146308120544,253.34818871798493,257.9299290265486,22914300
2021-02-02,265.443603515625,267.2027782433836,261.65694958352583,262.3824878363312,17320800
2021-02-03,265.0162353515625,267.5506297569906,262.22345458512194,263.9925473517348,14223400
2021-02-04,264.85723876953125,266.5170202299484,262.38250439973507,265.3740722049333,16060000
2021-02-05,266.4573669433594,267.5208183709261,264.0422627458969,265.16531379856116,12454400
2021-02-08,264.9466857910156,268.2065884459274,263.37637959024386,267.10340382972845,13755200
2021-02-09,267.79913330078125,271.7149959514047,264.1217905011678,264.8075654034233,14613400
2021-02-10,270.2042541503906,272.1224218071429,266.0796871673924,270.7807174893779,14687200
2021-02-11,268.7333679199219,271.9037952738126,266.84498472431835,270.2241776023874,12828600
2021-02-12,268.8426513671875,269.51847774007956,266.69588200865024,268.86251790853225,9097600
2021-02-16,272.2914123535156,274.90530343957204,268.3954164856225,269.14082130496485,15417200
2021-02-17,271.8939208984375,272.29146414491515,267.9283458804533,269.5781791674108,12763200
2021-02-18,267.7394714355469,270.28378397849195,264.4000422663077,267.9183613024888,15249100
2021-02-19,259.9573974609375,268.61402206601264,258.5560330098225,268.20653053081514,25622600
2021-02-22,258.73492431640625,261.45815674620235,255.95209226836045,256.3695322408646,17434900
2021-02-23,264.2310791015625,265.82128207528933,253.39788389990903,257.91006095251214,21924600
2021-02-24,262.6905517578125,264.7478760026935,256.8068409960922,260.72267243697917,15736100
2021-02-25,253.12953186035156,265.3044768348905,252.48350527272703,260.6928912817655,19053100
2021-02-26,256.04156494140625,263.92297078398195,254.89861702389317,254.89861702389317,26619500
2021-03-01,263.2868957519531,265.0162250378023,256.31983643041696,259.22195888828685,22157300
2021-03-02,257.4131164550781,265.0758690739727,257.0652548261814,264.1515744293655,15191700
2021-03-03,253.8451385498047,259.39093724301756,253.53704030743737,258.6952442537303,15513500
2021-03-04,256.06146240234375,264.85721446691514,251.94681349311827,254.89861760998937,31626500
2021-03-05,262.6607360839844,263.8235807546986,254.0438596218207,259.0728693741557,26820100
2021-03-08,253.74574279785156,263.9528087792841,253.4873412472217,263.9229937990307,18391800
2021-03-09,264.11181640625,266.88473072726873,258.21815645881406,259.57975769372405,22039700
2021-03-10,263.2769775390625,267.32204832642117,261.25941636376814,266.99408354961366,14210300
2021-03-11,272.2019958496094,276.1973551796313,266.1791267066109,266.46732809549746,21834000
2021-03-12,266.7555236816406,268.08730994458426,262.40235481870315,267.4910103720713,20600200
2021-03-15,272.07275390625,274.2692049064048,266.8549202696918,267.4313533069336,16844800
2021-03-16,277.5688781738281,280.4113710119352,273.1163157665065,274.38847212136983,22437700
2021-03-17,282.2698974609375,284.47629686724065,273.7225830792857,274.02073286502986,21315000
2021-03-18,276.9129333496094,283.4426872515597,276.5750201168788,278.1552747922665,18728300
